text,sentiment
"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",Subjective
"sid , a sloth who never stops talking is left behind sleeping while everyone else begins the journey to the south .",Objective
"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '",Subjective
"he tries to ignor it , but he later finds out on the news that the daughter of a senator has been kidnapped and is being help ransom for $15m .",Objective
"open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations .",Subjective
the family come from a long line of masters of disguise who are able to mask themselves as almost anyone or anything by harnessing the great power of energico .,Objective
"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .",Subjective
a film so terrifying - even the monsters are frightened !,Objective
"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",Subjective
"what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails .",Objective
resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,Subjective
"love , politics and intrigue intermingle in this taut retelling of graham greene's classic tale of a disillusioned british journalist , an idealistic young american and the beautiful vietnamese woman that comes between them in 1950s saigon .",Objective
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",Subjective
"thus when he surprisingly gets an email from american film producer alex brubeck who writes that he had liked the script and would like to meet him personally , tam&#225 ; s sees all his dreams come true .",Objective
a moving and weighty depiction of one family's attempts to heal after the death of a child .,Subjective
"3 beautiful agents try to find the treasure , but they must fight the evil datuk azmi , an old enemy of madame x . it has been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions .",Objective
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,Subjective
"ethan , a confident young architect and seeming 'perfect guy' has invested himself , and his heart , in women like rachel before - and he is sure he has learned his lesson .",Objective
"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles .",Subjective
